,jurisdiction,case_id,hash_name,entry_date,resolution,total_decisions
0,vid,3-16-cv-00023-CVG-RM,b'edba78c3487d15ad5dd3365b',01/30/2019,-1,1
1,vid,1-16-cv-00056-WAL-GWC,b'6d0295b6cb6d73abdcd55a27',03/20/2017,1,5
2,vid,1-16-cv-00053-TJS-GWC,b'1adca645908816f74644e0ce',09/30/2016,-1,1
3,vid,1-16-cv-00067-WAL-GWC,b'6d0295b6cb6d73abdcd55a27',11/16/2016,1,5
4,vid,3-16-cv-00096-CVG-RM,b'edba78c3487d15ad5dd3365b',11/10/2016,0,1
5,vid,3-16-cv-00076-WAL-RM,b'6d0295b6cb6d73abdcd55a27',12/16/2015,-999,5
6,vid,1-16-cv-00033-WAL-GWC,b'6d0295b6cb6d73abdcd55a27',07/07/2016,-1,5
7,vid,1-16-cv-00074-WAL-GWC,b'6d0295b6cb6d73abdcd55a27',06/14/2017,1,5
8,vid,1-16-cv-00013-WAL-GWC,b'6d0295b6cb6d73abdcd55a27',05/24/2017,1,5
9,vid,1-16-cv-00018-WAL-GWC,b'6d0295b6cb6d73abdcd55a27',05/23/2016,0,5
10,nyed,1-16-cv-03115-BMC-LB,b'b59943978a0ba1bfdfdc2dae',06/27/2016,1,56
11,nyed,2-16-cv-04483-JFB-ARL,b'3a8852ce4f166631903bde6d',08/15/2016,-10,64
12,nyed,1-16-cv-02872-AMD-RLM,b'e06c6e46da73d114b09040ae',08/08/2016,-1,10
13,nyed,1-16-cv-05650-LDH,b'a38918ffbfffdb0497c513a2',11/03/2016,1,13
14,nyed,2-16-cv-04627-ADS,b'74c8a1987e9afcbf92938363',09/23/2016,1,6
15,nyed,2-16-cv-03965-JMA-GRB,b'998956231aee3b182ad59265',07/22/2016,1,63
16,nyed,1-16-cv-01831-AMD-LB,b'e06c6e46da73d114b09040ae',05/11/2016,1,10
17,nyed,1-16-cv-06231-WFK-LB,b'07757a4aa36bc7b42914729f',04/05/2017,1,15
18,nyed,1-16-cv-06527-BMC-CLP,b'b59943978a0ba1bfdfdc2dae',10/18/2016,1,56
19,nyed,2-16-cv-05273-JMA-SIL,b'998956231aee3b182ad59265',11/29/2016,-1,63
20,nyed,1-16-cv-05129-NG,b'81af059a2a6fd19f1e832717',11/17/2016,1,9
21,nyed,2-16-cv-06310-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
22,nyed,1-16-cv-01402-NGG,b'16dc7611fc65043331ff2715',04/04/2016,0,4
23,nyed,2-16-cv-02633-JMA-AKT,b'998956231aee3b182ad59265',08/24/2016,-1,63
24,nyed,2-16-cv-06495-JFB-ARL,b'3a8852ce4f166631903bde6d',01/12/2017,-1,64
25,nyed,1-16-cv-06381-KAM-PK,b'7b0709942006a73c98b97a3d',04/24/2017,1,22
26,nyed,1-16-cv-06613-PKC-LB,b'43e2e12ff017c35ef7e491c6',12/12/2016,1,28
27,nyed,2-16-cv-06995-ADS,b'74c8a1987e9afcbf92938363',07/14/2017,-10,6
28,nyed,2-16-cv-05752-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
29,nyed,1-16-cv-02214-LDH,b'a38918ffbfffdb0497c513a2',12/06/2016,1,13
30,nyed,1-16-cv-05805-BMC,b'b59943978a0ba1bfdfdc2dae',10/24/2016,1,56
31,nyed,1-16-cv-04307-AMD,b'e06c6e46da73d114b09040ae',08/05/2016,1,10
32,nyed,1-16-cv-05740-WFK-LB,b'07757a4aa36bc7b42914729f',10/25/2016,-1,15
33,nyed,1-16-cv-01131-SLT-PK,b'6a6909e6cfc77a3e75a12135',05/27/2016,-999,0
34,nyed,1-16-cv-05395-PKC,b'43e2e12ff017c35ef7e491c6',09/28/2016,1,28
35,nyed,1-16-cv-05265-BMC-LB,b'b59943978a0ba1bfdfdc2dae',09/26/2016,1,56
36,nyed,2-16-cv-05747-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
37,nyed,1-16-cv-02513-BMC-RLM,b'b59943978a0ba1bfdfdc2dae',09/21/2016,-1,56
38,nyed,2-16-cv-01896-JMA-AKT,b'998956231aee3b182ad59265',08/25/2016,1,63
39,nyed,1-16-cv-05954-ARR-RLM,b'92795bfcd50671a2a36a3855',01/12/2017,1,4
40,nyed,2-16-cv-05485-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,1,64
41,nyed,1-16-cv-05457-ENV-LB,b'2dbb0d5be65197c9a0bfa11f',10/03/2016,-1,31
42,nyed,1-16-cv-00405-MKB,b'd3d29db53639d6257cf4d506',02/11/2016,-1,31
43,nyed,2-16-cv-06316-JFB-SIL,b'3a8852ce4f166631903bde6d',12/14/2016,1,64
44,nyed,2-16-cv-04876-JMA-GRB,b'998956231aee3b182ad59265',02/07/2017,1,63
45,nyed,1-16-cv-07204-LDH-RML,b'a38918ffbfffdb0497c513a2',03/22/2017,1,13
46,nyed,2-16-cv-06311-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
47,nyed,2-16-cv-06008-JMA-AYS,b'998956231aee3b182ad59265',06/29/2017,1,63
48,nyed,1-16-cv-04745-LDH-LB,b'a38918ffbfffdb0497c513a2',09/01/2016,-10,13
49,nyed,1-16-cv-00143-LDH-ST,b'a38918ffbfffdb0497c513a2',10/18/2016,-10,13
50,nyed,2-16-cv-01998-JMA-GRB,b'998956231aee3b182ad59265',07/22/2016,1,63
51,nyed,2-16-cv-06226-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
52,nyed,2-16-cv-03808-JMA-AKT,b'998956231aee3b182ad59265',08/03/2016,-10,63
53,nyed,2-16-cv-02468-JFB,b'3a8852ce4f166631903bde6d',05/23/2016,-1,64
54,nyed,1-16-cv-07080-CBA,b'aef0af605a4fd26589475e83',01/20/2017,1,30
55,nyed,2-16-cv-05896-JFB,b'3a8852ce4f166631903bde6d',12/14/2016,1,64
56,nyed,2-16-cv-05123-JMA-AYS,b'998956231aee3b182ad59265',09/18/2017,-1,63
57,nyed,1-16-cr-00649-SJ,b'c2906c1528e5941bcf8c81c7',03/26/2018,-1,1
58,nyed,1-16-cv-04242-PKC-LB,b'43e2e12ff017c35ef7e491c6',09/12/2016,1,28
59,nyed,1-16-cv-06615-CBA,b'aef0af605a4fd26589475e83',12/21/2016,1,30
60,nyed,1-16-cv-07082-PKC-PK,b'43e2e12ff017c35ef7e491c6',01/03/2017,-999,28
61,nyed,2-16-cv-05484-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,1,64
62,nyed,1-16-cv-02409-CBA-LB,b'aef0af605a4fd26589475e83',05/17/2016,1,30
63,nyed,2-16-cv-04548-JMA,b'998956231aee3b182ad59265',06/01/2017,1,63
64,nyed,1-16-cv-06652-WFK-SMG,b'07757a4aa36bc7b42914729f',12/16/2016,-1,15
65,nyed,1-16-cv-00710-WFK-RLM,b'07757a4aa36bc7b42914729f',02/22/2016,1,15
66,nyed,2-16-cv-01487-JMA-GRB,b'998956231aee3b182ad59265',01/30/2017,1,63
67,nyed,1-16-cv-06699-ARR-VMS,b'92795bfcd50671a2a36a3855',06/21/2017,-10,4
68,nyed,2-16-cv-03328-JMA,b'998956231aee3b182ad59265',10/18/2016,1,63
69,nyed,2-16-cv-03663-JFB-ARL,b'3a8852ce4f166631903bde6d',07/06/2016,1,64
70,nyed,2-16-cv-05753-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
71,nyed,1-16-cv-06756-WFK-LB,b'07757a4aa36bc7b42914729f',12/16/2016,-1,15
72,nyed,1-16-cv-06954-ARR-SMG,b'92795bfcd50671a2a36a3855',03/09/2017,-1,4
73,nyed,1-16-cv-03996-AMD,b'e06c6e46da73d114b09040ae',07/20/2016,-999,10
74,nyed,1-16-cv-06872-MKB-LB,b'd3d29db53639d6257cf4d506',12/21/2016,-1,31
75,nyed,2-16-cv-05989-JMA-AYS,b'998956231aee3b182ad59265',10/10/2018,1,63
76,nyed,2-16-cv-05801-JMA-AYS,b'998956231aee3b182ad59265',12/09/2016,1,63
77,nyed,1-16-cv-02512-WFK,b'07757a4aa36bc7b42914729f',05/16/2016,0,15
78,nyed,2-16-cv-01427-JFB-ARL,b'3a8852ce4f166631903bde6d',03/30/2016,1,64
79,nyed,2-16-cv-00462-JMA-ARL,b'998956231aee3b182ad59265',04/04/2016,-1,63
80,nyed,2-16-cv-04835-JFB,b'3a8852ce4f166631903bde6d',12/06/2016,1,64
81,nyed,1-16-cv-03858-RRM-LB,b'99b4d69b744766d8a7c200b0',07/19/2016,-999,34
82,nyed,1-16-cv-05009-BMC,b'b59943978a0ba1bfdfdc2dae',09/16/2016,-1,56
83,nyed,2-16-cv-01744-JFB-SIL,b'3a8852ce4f166631903bde6d',06/03/2016,-1,64
84,nyed,1-16-cv-01801-ENV-RLM,b'2dbb0d5be65197c9a0bfa11f',10/14/2016,1,31
85,nyed,1-16-cv-05717-LDH-SMG,b'a38918ffbfffdb0497c513a2',01/10/2017,-999,13
86,nyed,2-16-cv-03385-JMA-AYS,b'998956231aee3b182ad59265',11/22/2016,1,63
87,nyed,1-16-cv-05114-RRM,b'99b4d69b744766d8a7c200b0',12/05/2016,1,34
88,nyed,2-16-cv-04875-JMA-AKT,b'998956231aee3b182ad59265',02/07/2017,1,63
89,nyed,1-16-cv-05397-WFK-ST,b'07757a4aa36bc7b42914729f',09/29/2016,-999,15
90,nyed,1-16-cv-05972-PKC-LB,b'43e2e12ff017c35ef7e491c6',11/21/2016,-1,28
91,nyed,2-16-cv-06298-JMA-GRB,b'998956231aee3b182ad59265',05/25/2017,1,63
92,nyed,1-16-cv-03800-PKC-LB,b'43e2e12ff017c35ef7e491c6',05/31/2016,1,28
93,nyed,1-16-cv-03069-ERK,b'dfad481536b62c0e8def557c',06/13/2016,1,6
94,nyed,1-16-cv-07109-LDH-JO,b'a38918ffbfffdb0497c513a2',06/26/2017,1,13
95,nyed,1-16-cv-02799-PKC-LB,b'43e2e12ff017c35ef7e491c6',03/27/2018,-10,28
96,nyed,1-16-cv-06257-BMC,b'b59943978a0ba1bfdfdc2dae',11/16/2016,1,56
97,nyed,1-16-cv-03168-FB,b'00710839e034bb8625a24e69',08/12/2016,1,9
98,nyed,2-16-cv-05991-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
99,nyed,2-16-cv-01810-JMA,b'998956231aee3b182ad59265',04/12/2018,-1,63
100,nyed,1-16-cv-04243-ENV-LB,b'2dbb0d5be65197c9a0bfa11f',12/30/2016,1,31
101,nyed,2-16-cv-06016-ENV-JO,b'2dbb0d5be65197c9a0bfa11f',04/11/2017,-999,31
102,nyed,2-16-cv-04929-JFB-AKT,b'3a8852ce4f166631903bde6d',12/08/2016,1,64
103,nyed,2-16-cv-04267-JFB-AYS,b'3a8852ce4f166631903bde6d',12/14/2016,-1,64
104,nyed,2-16-cr-00412-JMA-GRB,b'998956231aee3b182ad59265',09/03/2019,1,63
105,nyed,1-16-cv-05487-CBA-LB,b'aef0af605a4fd26589475e83',01/12/2017,1,30
106,nyed,1-16-cv-03274-ARR,b'92795bfcd50671a2a36a3855',06/29/2016,-1,4
107,nyed,1-16-cv-06336-ENV,b'2dbb0d5be65197c9a0bfa11f',11/30/2016,1,31
108,nyed,2-16-cv-02536-JMA-AYS,b'998956231aee3b182ad59265',08/02/2016,1,63
109,nyed,2-16-cv-03910-JMA-ARL,b'998956231aee3b182ad59265',09/28/2016,1,63
110,nyed,2-16-cv-03665-JMA-AYS,b'998956231aee3b182ad59265',11/22/2016,1,63
111,nyed,2-16-cv-02378-JMA-SIL,b'998956231aee3b182ad59265',01/30/2017,1,63
112,nyed,1-16-cv-04601-LDH,b'a38918ffbfffdb0497c513a2',09/19/2016,1,13
113,nyed,2-16-cv-01035-JMA-AYS,b'998956231aee3b182ad59265',03/18/2016,1,63
114,nyed,1-16-cv-07002-LDH-LB,b'a38918ffbfffdb0497c513a2',05/17/2017,-1,13
115,nyed,1-16-cv-06758-AMD,b'e06c6e46da73d114b09040ae',12/15/2016,1,10
116,nyed,1-16-cv-03191-ERK-LB,b'dfad481536b62c0e8def557c',07/08/2016,-1,6
117,nyed,1-16-cv-02497-CBA-LB,b'aef0af605a4fd26589475e83',09/01/2016,-1,30
118,nyed,1-16-cv-04239-NG,b'81af059a2a6fd19f1e832717',09/22/2016,1,9
119,nyed,1-16-cv-04249-PKC,b'43e2e12ff017c35ef7e491c6',08/01/2016,1,28
120,nyed,1-16-cv-04467-AMD-LB,b'e06c6e46da73d114b09040ae',09/19/2016,-10,10
121,nyed,1-16-cr-00641-WFK,b'07757a4aa36bc7b42914729f',03/13/2019,-999,15
122,nyed,1-16-cv-04762-NGG-SJB,b'16dc7611fc65043331ff2715',07/07/2016,1,4
123,nyed,1-16-cv-03252-KAM,b'7b0709942006a73c98b97a3d',06/23/2016,1,22
124,nyed,2-16-cv-04653-JFB-SIL,b'3a8852ce4f166631903bde6d',11/15/2016,1,64
125,nyed,1-16-cv-03678-LDH,b'a38918ffbfffdb0497c513a2',03/02/2017,-10,13
126,nyed,1-16-cv-02922-RRM-CLP,b'99b4d69b744766d8a7c200b0',03/09/2017,1,34
127,nyed,2-16-cv-04988-JFB-SIL,b'3a8852ce4f166631903bde6d',10/18/2016,-1,64
128,nyed,2-16-cv-06027-JMA-AYS,b'998956231aee3b182ad59265',12/21/2017,-1,63
129,nyed,1-16-cv-04778-ENV,b'2dbb0d5be65197c9a0bfa11f',08/15/2016,-1,31
130,nyed,2-16-cv-02973-JFB,b'3a8852ce4f166631903bde6d',06/22/2016,1,64
131,nyed,1-16-cv-01833-NG,b'81af059a2a6fd19f1e832717',04/20/2016,1,9
132,nyed,1-16-cv-06583-ENV,b'2dbb0d5be65197c9a0bfa11f',07/06/2017,1,31
133,nyed,1-16-cv-05795-WFK,b'07757a4aa36bc7b42914729f',10/24/2016,-999,15
134,nyed,1-16-cv-07157-ARR-LB,b'92795bfcd50671a2a36a3855',12/23/2016,0,4
135,nyed,2-16-cv-06728-JFB-AYS,b'3a8852ce4f166631903bde6d',03/13/2017,-1,64
136,nyed,1-16-cv-04609-NG,b'81af059a2a6fd19f1e832717',12/22/2016,1,9
137,nyed,2-16-cv-03911-JMA-ARL,b'998956231aee3b182ad59265',09/28/2016,1,63
138,nyed,2-16-cv-03664-JMA-AYS,b'998956231aee3b182ad59265',11/22/2016,1,63
139,nyed,2-16-cv-02556-JMA-AKT,b'998956231aee3b182ad59265',04/26/2018,-1,63
140,nyed,2-16-cv-01366-JFB-ARL,b'3a8852ce4f166631903bde6d',03/21/2016,-1,64
141,nyed,1-16-cv-01469-BMC,b'b59943978a0ba1bfdfdc2dae',03/29/2016,-1,56
142,nyed,1-16-cv-06757-MKB-LB,b'd3d29db53639d6257cf4d506',12/15/2016,1,31
143,nyed,1-16-cv-04726-PKC-LB,b'43e2e12ff017c35ef7e491c6',09/20/2017,-10,28
144,nyed,2-16-cv-00983-JMA-ARL,b'998956231aee3b182ad59265',03/03/2016,-1,63
145,nyed,1-16-cr-00161-PKC,b'43e2e12ff017c35ef7e491c6',05/30/2018,1,28
146,nyed,1-16-cv-00267-MKB-LB,b'd3d29db53639d6257cf4d506',01/27/2016,1,31
147,nyed,1-16-cv-02683-KAM-CLP,b'7b0709942006a73c98b97a3d',06/22/2016,-1,22
148,nyed,1-16-cv-00824-PKC-LB,b'43e2e12ff017c35ef7e491c6',03/08/2016,-999,28
149,nyed,1-16-cv-03782-CBA-LB,b'aef0af605a4fd26589475e83',11/30/2016,-999,30
150,nyed,1-16-cv-04099-AMD-RLM,b'e06c6e46da73d114b09040ae',07/29/2016,-1,10
151,nyed,1-16-cv-02411-RJD-VMS,b'37d25caacc5dba0efe56fabf',08/23/2016,1,3
152,nyed,1-16-cv-06272-ARR-PK,b'92795bfcd50671a2a36a3855',06/22/2017,-10,4
153,nyed,2-16-cv-04645-JMA-ARL,b'998956231aee3b182ad59265',10/05/2016,-1,63
154,nyed,1-16-cv-05207-MKB,b'd3d29db53639d6257cf4d506',09/26/2016,-1,31
155,nyed,1-16-cv-07205-WFK-LB,b'07757a4aa36bc7b42914729f',03/07/2017,1,15
156,nyed,1-16-cv-07150-ENV-LB,b'2dbb0d5be65197c9a0bfa11f',09/11/2017,1,31
157,nyed,1-16-cv-02685-WFK,b'07757a4aa36bc7b42914729f',05/24/2016,0,15
158,nyed,1-16-cv-02204-CBA-LB,b'aef0af605a4fd26589475e83',09/01/2016,-1,30
159,nyed,1-16-cv-04772-ENV,b'2dbb0d5be65197c9a0bfa11f',08/22/2016,0,31
160,nyed,1-16-cv-01802-RRM,b'99b4d69b744766d8a7c200b0',04/07/2016,0,34
161,nyed,1-16-cv-01081-CBA-SMG,b'aef0af605a4fd26589475e83',04/22/2016,-1,30
162,nyed,1-16-cv-02056-ENV-PK,b'2dbb0d5be65197c9a0bfa11f',08/09/2016,1,31
163,nyed,2-16-cv-06812-JFB-GRB,b'3a8852ce4f166631903bde6d',01/24/2017,-1,64
164,nyed,2-16-cv-02187-JMA,b'998956231aee3b182ad59265',03/27/2017,1,63
165,nyed,2-16-cv-05990-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
166,nyed,1-16-cv-06873-BMC-VMS,b'b59943978a0ba1bfdfdc2dae',12/15/2016,-999,56
167,nyed,2-16-cv-04928-JFB-AYS,b'3a8852ce4f166631903bde6d',11/16/2016,1,64
168,nyed,1-16-cv-01400-LDH-LB,b'a38918ffbfffdb0497c513a2',08/16/2016,-10,13
169,nyed,2-16-cv-02380-JFB-ARL,b'3a8852ce4f166631903bde6d',06/16/2016,-1,64
170,nyed,2-16-cv-06784-JFB-ARL,b'3a8852ce4f166631903bde6d',02/19/2019,-1,64
171,nyed,1-16-cv-01829-AMD-LB,b'e06c6e46da73d114b09040ae',06/02/2016,1,10
172,nyed,1-16-cv-05857-RRM-VMS,b'99b4d69b744766d8a7c200b0',12/22/2017,-999,34
173,nyed,1-16-cv-06874-RJD-VMS,b'37d25caacc5dba0efe56fabf',01/24/2017,1,3
174,nyed,1-16-cv-04523-KAM,b'7b0709942006a73c98b97a3d',08/16/2016,1,22
175,nyed,2-16-cv-06788-JFB-SIL,b'3a8852ce4f166631903bde6d',02/01/2017,1,64
176,nyed,1-16-cv-01503-WFK-SMG,b'07757a4aa36bc7b42914729f',04/12/2016,1,15
177,nyed,2-16-cv-01047-LDH-ARL,b'a38918ffbfffdb0497c513a2',03/31/2016,1,13
178,nyed,1-16-cv-07081-PKC-LB,b'43e2e12ff017c35ef7e491c6',01/03/2017,-999,28
179,nyed,2-16-cv-02507-JFB-GRB,b'3a8852ce4f166631903bde6d',10/03/2016,1,64
180,nyed,1-16-cv-05970-ENV,b'2dbb0d5be65197c9a0bfa11f',11/01/2016,1,31
181,nyed,1-16-cv-04605-LDH,b'a38918ffbfffdb0497c513a2',08/19/2016,1,13
182,nyed,2-16-cv-04128-JMA,b'998956231aee3b182ad59265',11/16/2017,-1,63
183,nyed,1-16-cv-02920-WFK,b'07757a4aa36bc7b42914729f',06/03/2016,0,15
184,nyed,1-16-cv-05720-ENV,b'2dbb0d5be65197c9a0bfa11f',10/28/2016,1,31
185,nyed,1-16-cv-00141-NGG,b'16dc7611fc65043331ff2715',02/09/2016,1,4
186,nyed,1-16-cv-00327-LDH-LB,b'a38918ffbfffdb0497c513a2',02/10/2016,-999,13
187,nyed,1-16-cv-03218-WFK,b'07757a4aa36bc7b42914729f',11/04/2016,1,15
188,nyed,1-16-cv-03589-LDH-LB,b'a38918ffbfffdb0497c513a2',09/05/2017,-10,13
189,nyed,1-16-cv-05003-RRM-CLP,b'99b4d69b744766d8a7c200b0',06/05/2017,1,34
190,nyed,1-16-cv-05322-WFK-RER,b'07757a4aa36bc7b42914729f',10/03/2016,-1,15
191,nyed,1-16-cv-07156-RRM-SMG,b'99b4d69b744766d8a7c200b0',03/09/2017,-1,34
192,nyed,1-16-cv-00140-LDH-LB,b'a38918ffbfffdb0497c513a2',01/13/2016,-999,13
193,nyed,1-16-cv-00869-JG-MDG,b'498f7b1a441780a9e625cfe3',03/07/2016,1,1
194,nyed,1-16-cv-01651-BMC-SMG,b'b59943978a0ba1bfdfdc2dae',04/08/2016,-999,56
195,nyed,2-16-cv-05992-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
196,nyed,1-16-cv-02684-ERK,b'dfad481536b62c0e8def557c',06/02/2016,1,6
197,nyed,2-16-cv-06967-JFB-GRB,b'3a8852ce4f166631903bde6d',10/04/2017,-1,64
198,nyed,1-16-cv-04046-BMC,b'b59943978a0ba1bfdfdc2dae',07/25/2016,1,56
199,nyed,2-16-cv-05995-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
200,nyed,1-16-cv-02616-PKC,b'43e2e12ff017c35ef7e491c6',05/26/2016,1,28
201,nyed,1-16-cv-06994-CBA,b'aef0af605a4fd26589475e83',12/28/2016,1,30
202,nyed,2-16-cv-01348-JFB-GRB,b'3a8852ce4f166631903bde6d',04/12/2016,-1,64
203,nyed,1-16-cv-07139-PKC,b'43e2e12ff017c35ef7e491c6',01/03/2017,-999,28
204,nyed,1-16-cv-03501-BMC,b'b59943978a0ba1bfdfdc2dae',07/01/2016,1,56
205,nyed,1-16-cv-02875-FB,b'00710839e034bb8625a24e69',06/06/2016,1,9
206,nyed,1-16-cv-00503-ENV-RLM,b'2dbb0d5be65197c9a0bfa11f',03/29/2017,1,31
207,nyed,1-16-cv-02372-RRM,b'99b4d69b744766d8a7c200b0',08/12/2016,1,34
208,nyed,1-16-cv-05005-WFK,b'07757a4aa36bc7b42914729f',09/02/2016,0,15
209,nyed,1-16-cv-06342-AMD,b'e06c6e46da73d114b09040ae',11/18/2016,1,10
210,nyed,1-16-cv-05718-LDH,b'a38918ffbfffdb0497c513a2',01/10/2017,-999,13
211,nyed,2-16-cv-04129-JFB-AYS,b'3a8852ce4f166631903bde6d',09/23/2016,1,64
212,nyed,2-16-cv-00460-JMA-ARL,b'998956231aee3b182ad59265',04/04/2016,-1,63
213,nyed,2-16-cv-07113-DRH-GRB,b'8318749772bbaca727907700',05/24/2017,-10,3
214,nyed,1-16-cv-03142-FB,b'00710839e034bb8625a24e69',02/14/2017,-10,9
215,nyed,2-16-cv-01869-JS-GRB,b'53f90ed3347c8471580d00dc',03/28/2017,-1,10
216,nyed,2-16-cv-04403-JMA-GRB,b'998956231aee3b182ad59265',08/24/2016,1,63
217,nyed,2-16-cv-05417-JMA-AYS,b'998956231aee3b182ad59265',05/03/2017,1,63
218,nyed,1-16-cv-04606-FB,b'00710839e034bb8625a24e69',08/18/2016,1,9
219,nyed,1-16-cv-00291-RRM,b'99b4d69b744766d8a7c200b0',01/11/2016,-1,34
220,nyed,1-16-cv-05653-WFK-LB,b'07757a4aa36bc7b42914729f',08/22/2017,-999,15
221,nyed,1-16-cv-00073-ERK-LB,b'dfad481536b62c0e8def557c',06/30/2016,-1,6
222,nyed,1-16-cv-05975-RRM-CLP,b'99b4d69b744766d8a7c200b0',03/09/2017,1,34
223,nyed,2-16-cv-05994-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
224,nyed,1-16-cv-05113-BMC,b'b59943978a0ba1bfdfdc2dae',09/16/2016,1,56
225,nyed,1-16-cv-03942-BMC-LB,b'b59943978a0ba1bfdfdc2dae',07/27/2016,-1,56
226,nyed,1-16-cv-01650-BMC-SMG,b'b59943978a0ba1bfdfdc2dae',04/08/2016,-999,56
227,nyed,1-16-cv-01220-PKC-CLP,b'43e2e12ff017c35ef7e491c6',06/08/2016,1,28
228,nyed,2-16-cv-05993-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,-1,64
229,nyed,1-16-cv-01612-SLT-PK,b'6a6909e6cfc77a3e75a12135',10/03/2016,-999,0
230,nyed,1-16-cv-05490-PKC,b'43e2e12ff017c35ef7e491c6',10/05/2016,1,28
231,nyed,1-16-cv-05716-WFK-SJB,b'07757a4aa36bc7b42914729f',10/25/2016,-1,15
232,nyed,1-16-cv-00802-DLI-LB,b'56d944639cbee97e9ecf00bf',03/07/2016,-999,8
233,nyed,1-16-cv-00349-ENV,b'2dbb0d5be65197c9a0bfa11f',02/12/2016,-999,31
234,nyed,1-16-cv-04664-AMD,b'e06c6e46da73d114b09040ae',09/01/2016,1,10
235,nyed,1-16-cv-06273-NG,b'81af059a2a6fd19f1e832717',12/22/2016,1,9
236,nyed,2-16-cv-00647-JFB-AKT,b'3a8852ce4f166631903bde6d',02/09/2016,1,64
237,nyed,2-16-cv-06828-JMA-GRB,b'998956231aee3b182ad59265',05/03/2017,1,63
238,nyed,2-16-cv-00319-JMA-GRB,b'998956231aee3b182ad59265',01/21/2016,0,63
239,nyed,1-16-cv-04884-CBA,b'aef0af605a4fd26589475e83',09/07/2016,1,30
240,nyed,1-16-cv-03630-BMC,b'b59943978a0ba1bfdfdc2dae',06/28/2016,0,56
241,nyed,2-16-cv-04039-JMA-GRB,b'998956231aee3b182ad59265',08/24/2016,1,63
242,nyed,2-16-cv-03773-JFB-SIL,b'3a8852ce4f166631903bde6d',08/16/2016,-1,64
243,nyed,1-16-cv-07159-KAM-RML,b'7b0709942006a73c98b97a3d',01/05/2017,1,22
244,nyed,1-16-cv-05082-DLI-RML,b'56d944639cbee97e9ecf00bf',11/04/2016,1,8
245,nyed,1-16-cv-05189-LDH,b'a38918ffbfffdb0497c513a2',09/12/2016,-1,13
246,nyed,2-16-cv-03930-JS-GRB,b'53f90ed3347c8471580d00dc',09/19/2016,1,10
247,nyed,2-16-cv-02290-JFB,b'3a8852ce4f166631903bde6d',05/10/2016,1,64
248,nyed,2-16-cv-00119-JMA-GRB,b'998956231aee3b182ad59265',01/19/2016,1,63
249,nyed,1-16-cv-05928-ENV,b'2dbb0d5be65197c9a0bfa11f',10/28/2016,1,31
250,nyed,1-16-cv-03935-KAM-RLM,b'7b0709942006a73c98b97a3d',12/21/2016,1,22
251,nyed,1-16-cv-01373-PKC-LB,b'43e2e12ff017c35ef7e491c6',06/10/2016,-1,28
252,nyed,2-16-cv-01278-JFB-AYS,b'3a8852ce4f166631903bde6d',02/08/2017,-1,64
253,nyed,2-16-cv-03050-JFB-AKT,b'3a8852ce4f166631903bde6d',02/20/2018,-1,64
254,nyed,1-16-cv-04250-LDH-LB,b'a38918ffbfffdb0497c513a2',03/29/2018,-10,13
255,nyed,1-16-cv-02602-LDH-LB,b'a38918ffbfffdb0497c513a2',12/18/2015,-1,13
256,nyed,2-16-cv-03521-JMA-AYS,b'998956231aee3b182ad59265',11/22/2016,1,63
257,nyed,1-16-cv-05063-RRM-LB,b'99b4d69b744766d8a7c200b0',09/08/2016,0,34
258,nyed,2-16-cv-05486-JFB-SIL,b'3a8852ce4f166631903bde6d',12/30/2016,1,64
259,nyed,2-16-cv-04639-JMA-AYS,b'998956231aee3b182ad59265',11/22/2016,1,63
260,nyed,2-16-cv-01859-JMA-AYS,b'998956231aee3b182ad59265',06/08/2017,-10,63
261,nyed,1-16-cv-02241-PKC-VMS,b'43e2e12ff017c35ef7e491c6',05/17/2016,1,28
262,nyed,1-16-cv-03779-PKC-JO,b'43e2e12ff017c35ef7e491c6',12/12/2016,-10,28
263,nyed,2-16-cv-01935-SJF-ARL,b'b4e02f8f83539ffbdf3f9d72',04/22/2016,-1,2
264,nyed,1-16-cv-07111-LDH-LB,b'a38918ffbfffdb0497c513a2',12/20/2016,-1,13
265,nyed,1-16-cr-00377-MKB,b'd3d29db53639d6257cf4d506',05/10/2018,1,31
266,nyed,2-16-cv-05510-JFB-ARL,b'3a8852ce4f166631903bde6d',11/29/2016,1,64
